id;title;slug;text;catid;created
5042;International epidemics preparation project launches new virtual learning platform;international-epidemics-preparation-project-launches-new-virtual-learning-platform;"<p>A new open access learning platform has been developed as part of an EU project that is helping to develop clinical response strategies for international epidemics.</p>
<p>ERS is a partner in the Platform for European Preparedness Against (Re-)emerging Epidemics (PREPARE), which aims to improve international research communication across Europe.</p>
<p>The project, which works with works with 300 hospitals and 600 primary care sites across 27 countries, has already helped to speed regional policy changes so that clinical trials can be organised quickly.</p>
<p>The new Virtual Learning Platform explores the activities of the projects’ work packages, details current PREPARE trials, links through to relevant publications and provides a forum for discussion.</p>
<ul>
<li>Access the<a target=""_blank"" href=""http://prepare.ersnet.org/home.aspx""> PREPARE Virtual Learning Platform</a></li>
</ul>";50;04.06.2015 09:05
5043;New tool to stratify oncology drugs;new-tool-to-stratify-oncology-drugs;"<p>A new tool for judging the effectiveness and benefit of oncology drugs was launched last week.</p>
<p>The ESMO Magnitude of Clinical Benefit Scale (ESMO-MCBS) has been developed in an attempt to stratify cancer medicines in a consistent manner. This is the first standardised measure to compare the cost and benefit of oncology drugs.</p>
<p>Developed by the European Society for Medical Oncology, ESMO-MCBS was field tested on 77 drugs across 10 cancer types. The tool gives a curative and a palliative scale to allow for the differences in the two settings. ESMO plans to apply the scale to new drugs which enter the market</p>
<ul>
<li>Read the full <a href=""http://www.esmo.org/Press-Office/Press-Releases/ESMO-Announces-a-Scale-to-Stratify-the-Magnitude-of-Clinical-Benefit-of-Anti-Cancer-Medicines?hit=ehp"" target=""_blank"">ESMO press release here</a></li>
</ul>";50;04.06.2015 09:06
5049;MERS-CoV rapid outbreak: no major mutation;mers-cov-rapid-outbreak-no-major-mutation;"<p><img width=""320"" height=""214"" style=""margin: 15px; float: right;"" alt=""Seoul"" src=""images/stories/Seoul.jpg"" /><br style=""clear: left;"" />11 June 2015</p>
<p>Over 2,000 schools have closed and thousands of people have been quarantined since the first case of Middle Eastern Respiratory Syndrome Coronavirus (MERS-CoV) was confirmed in South Korea on 20 May.</p>
<p>The South Korean government announced this week that it would be using mobile phone location data to monitor quarantines. Choi Kyung-hwan, the Deputy Prime Minister of South Korea, told a news briefing that this measure was “unavoidable” to protect the population.</p>
<p>The South Korean health ministry announced it had sequenced the virus on 6 June and found it was almost identical to forms seen in the Middle East. This outbreak&nbsp;is not dissimilar in nature to those seen on the Arabian Peninsula, according to Peter Ben Embarek, a WHO scientist,&nbsp;and does not signify a change in the way the virus was being transmitted.</p>
<p>The virus does not currently pass easily between people; all infections are currently traceable back to the first MERS-CoV patient in South Korea. As of Friday 5 June, 29 of the 36 then confirmed cases had been contracted at one hospital at the time of writing MERS-CoV has continued to be a hospital based infection. Tracking and quarantining the contacts of all those who have been infected is currently underway. Choi said he was confident the outbreak could be controlled as the infections were occurring in clinics and hospitals, rather than communities.</p>
<p>The EU PREPARE project, in which ERS is a partner, aims to improve international readiness for pandemics by developing the ability to compare patients by use of a common protocol for sampling and data collection. Since September, PREPARE has been looking at two key questions for MERS-CoV: What is the spectrum and evolution of symptoms in different patient groups (with and without comorbidities), and, what are the kinetics of shedding and immune response, in relation to symptoms? It is still not understood how the virus passes from camels to humans, nor why other countries with large camel populations, such as Somalia and Kenya, are not reporting cases of MERS-CoV.</p>
<p>WHO is encouraging all member states to remain vigilant for unusual patterns in acute respiratory conditions. The early symptoms of MERS-CoV are not distinctive and so standard precautions must be taken in a consistent manner.</p>
<ul>
<li><a href=""http://www.who.int/csr/don/06-june-2015-mers-korea/en/"">Read WHO outbreak updates</a></li>
<li><a href=""http://www.bmj.com/content/350/bmj.h3095"" target=""_blank"">Read article on BMJ website</a></li>
<li><a href=""http://www.nature.com/news/south-korean-mers-outbreak-spotlights-lack-of-research-1.17722"">Read article on Nature website</a></li>
<li><a href=""http://www.prepare-europe.eu/"">Find out more about PREPARE</a></li>
</ul>
<p>&nbsp;</p>";50;10.06.2015 15:28
5050;Potential to combat antibiotic-resistant pathogens by ‘editing’ their DNA;potential-to-combat-antibiotic-resistant-pathogens-by-editing-their-dna;"<p><img width=""300"" height=""200"" style=""margin: 15px; float: right;"" alt=""DNA"" src=""images/stories/DNA.jpg"" />11 June 2015</p>
<p>With the increasing threat of microbial resistance, and no major new antibiotics entering the market, the development of new strategies to deal with them is increasingly urgent.<span style=""font-size: x-small;"" size=""2"">*</span></p>
<p>A team at Tel Aviv University have been looking at using phages to ‘edit’ the DNA of antibiotic-resistant pathogens and re-sensitise them to the drugs. Their proof-of-concept study, published in <em>Proceedings of the National Academy of Sciences</em>, uses a programmable DNA nuclease to sensitise and selectively kill antibiotic-resistant bacteria.</p>
<p>Phages designed in this way could be used on hospital surfaces and in hand sanitisers in a broad process to replace antibiotic-resistant pathogens with bacteria sensitive to treatment. The phages would need to be produced to combat the specific pathogens currently involved in microbial-resistant, hospital-acquired infections.</p>
<ul>
<li><a href=""http://www.pnas.org/content/112/23/7267.abstract"" target=""_blank""><span style=""text-decoration: underline;""><span style=""color: #0066cc;"" color=""#0066cc"">Read PNAS paper</span></span></a></li>
</ul>

<p>*&nbsp;<a href=""http://www.who.int/drugresistance/publications/infographic-antimicrobial-resistance-20140430.pdf"" target=""_blank""><span style=""text-decoration: underline;""><span style=""color: #0066cc;"" color=""#0066cc"">WHO annual report: antimicrobial resistance</span></span></a></p>
<p>&nbsp;</p>";50;10.06.2015 15:30
5053;Calling all asthma professionals: what topics should future research focus on?;calling-all-asthma-professionals-what-topics-should-future-research-focus-on;"<p>A European Union-funded project is creating a new action plan to outline research priorities in the field of asthma.</p>
<p>The European Asthma Research and Innovation Partnership (EARIP) will produce the action plan to inform the European Commission about which areas require urgent funding. The project is calling on all healthcare professionals working in the asthma field to share their insights on a range of areas including services, diagnosis, monitoring, treatment, prevention and policy.</p>
<p>Complete the survey to share your thoughts:</p>
<p>English&nbsp;– <a href=""https://www.surveymonkey.com/r/EARIP"">https://www.surveymonkey.com/r/EARIP</a></p>
<p>French – <a href=""https://fr.surveymonkey.com/r/EARIP2-FR"">https://fr.surveymonkey.com/r/EARIP2-FR</a></p>
<p>Spanish&nbsp;– <a href=""https://es.surveymonkey.com/r/survey-2-ES"">https://es.surveymonkey.com/r/survey-2-ES</a></p>
<p>Russian – <a href=""https://ru.surveymonkey.com/r/EARIP2-RU"">https://ru.surveymonkey.com/r/EARIP2-RU</a></p>
<p>German&nbsp;– <a href=""https://de.surveymonkey.com/r/EARIP2-DE"">https://de.surveymonkey.com/r/EARIP2-DE</a></p>
<p>If you have any questions, contact <a target=""_blank"" href=""mailto:sarah.masefield@europeanlung.org"">Sarah Masefield</a>.</p>
<p>&nbsp;</p>";50;17.06.2015 06:35
5055;€4m fund to cover the costs of open-access publishing for post grant FP7 publications;4m-fund-to-cover-the-costs-of-open-access-publishing-for-post-grant-fp7-publications;"<p>The European Commission has launched a pilot funding instrument to support open-access publishing for post-grant FP7 projects through the OpenAIRE project. The objective is to improve access to the research results of FP7 projects. Researchers, or institutions acting on their behalf, can request funding for open-access publications arising from finished FP7 projects that meet the eligibility requirements described in the pilot policy guidelines. <br /> ERS provides a range of open-access publishing services, including the newly launched journal <em>ERJ Open Research</em>&nbsp;as well as the <em>ERJ’</em>s open access option.</p>
<p>For more information:</p>
<ul>
<li><a target=""_blank"" href=""https://www.openaire.eu/goldoa/fp7-post-grant/pilot"">OpenAIRE</a></li>
<li><a target=""_blank"" href=""http://crln.acrl.org/content/76/6/306.full"">Association of College &amp; Research Libraries</a></li>
<li><em><a target=""_blank"" href=""http://openres.ersjournals.com/"">ERJ Open Research</a></em></li>
<li><a href=""http://www.erj.ersjournals.com/site/misc/ifora.xhtml#OPEN_ACCESS"">About <em>ERJ Open Research</em></a></li>
</ul>";50;17.06.2015 06:38
5056;One episode of community-acquired pneumonia increases long-term risks of morbidity and mortality;one-episode-of-community-acquired-pneumonia-increases-long-term-risks-of-morbidity-and-mortality;"<p>One episode of community-acquired pneumonia (CAP) leads to an increased risk of morbidity and mortality, according to new findings.</p>
<p>Published online in the <em><a target=""_blank"" href=""http://www.atsjournals.org/doi/abs/10.1164/rccm.201503-0426OC#.VXqPb_lVhBc"">American Journal of Respiratory and Critical Care Medicine</a></em>, the Canadian study looked at 6,000 adults with CAP and 30,000 matched controls.</p>
<p>Results found that regardless of the age of the CAP patient, their subsequent morbidity and mortality rates were increased. CAP caused the greatest proportional change in patients under the age of 25, despite this group having the lowest mortality rate. Relative to controls, patients under the age of 25 saw their mortality rate double.</p>
<p>Across the cohorts, CAP patients were significantly more likely to visit emergency departments, and had higher rates of all-cause hospitalisation and higher rates of CAP-related hospital visits.</p>
<p>The study is the longest and largest study of the subject to date. Commenting on the implications of the research, author Dr Dean Eurich, from the University of Alberta, Canada, said: ""Future research may help explain the factors underling these increased long-term risks in CAP patients and inform a treatment approach in these patients."" He also highlighted that vaccination programmes may be more important and more cost effective than previously thought.</p>";50;17.06.2015 06:43
5057;Low levels of adiponectin hormone could cause link between obesity and increased risk of acute respiratory distress syndrome (ARDS);low-levels-of-adiponectin-hormone-could-cause-link-between-obesity-and-increased-risk-of-acute-respiratory-distress-syndrome-ards;"<p>A new study, published in <em>Nature’s Scientific Reports</em> series, has identified a possible cause for the increased risk of ARDS in obese individuals.</p>
<p>The team at the University of Philadelphia hypothesised that the low-grade systemic inflammation seen in obese individuals made the lung more vulnerable to acute injury.</p>
<p>In a study of obese mice, they found that blood vessels in the lung had fewer junction proteins and were looser than normal, which could allow fluid to seep into the lungs. The vessels also produced up to 50% more adhesion cells than in the non-obese mice, meaning immune cells were pulled into tissues, exacerbating inflammation.</p>
<p>The team also tested serum from the obese mice in normal lung blood vessels and observed the same changes. This indicated that an element from the blood of the obese mice was causing the effect.</p>
<p>Previous studies conducted by the group had suggested the adiponectin protein may be the factor linking ARDS and obesity; obese individuals produce far less of the protein.</p>
<p>In this new study the team restored the adiponectin levels in the obese mice using gene therapy and found that this correlated with a decreased risk of ARDS.</p>
<p>Further studies would be required to confirm the link between adiponectin levels and vulnerability to ARDS also occurred in obese humans. If this link were to be shown, drugs are already available to increase adiponectin levels and this could lead to a new treatment avenue.</p>
<ul>
<li><a target=""_blank"" href=""http://www.nature.com/srep/2015/150612/srep11362/full/srep11362.html"">Read the paper in Nature</a></li>
</ul>
<p>&nbsp;</p>";50;17.06.2015 06:45
5059;ERS Presidential Summit: How can ehealth personalise respiratory care?;ers-presidential-summit-how-can-ehealth-personalise-respiratory-care;"<p><img alt=""presidential-summit-640 v2"" src=""images/stories/weekly/presidential-summit-640_v2.jpg"" height=""118"" width=""640"" /></p>
<p>Experts from across Europe gathered in Brussels this week (16–17 June, 2015) to discuss developments in personalised medicine and ehealth at the fifth ERS Presidential Summit.</p>
<p>Taking place each year, these prestigious events provide an opportunity to discuss pressing issues at the interface of patients, science and policy in the respiratory field.</p>
<p>Entitled ‘Personalising respiratory care in Europe’, the event looked at how information and communication technology, together with a move towards precision medicine, is revolutionising healthcare and making health systems more efficient and effective.</p>
<p>A welcome address was provided by Michael Hübel, Head of the Programme Magement and Diseases Unit for the European Union’s Health and Food Safety Directorate General. Mr Hübel considered how respiratory diseases and associated risk factors are addressed across EU health policies.</p>
<p>Over the course of the day, a number of key topics were covered from all perspectives. The political perspective was offered from Dr Tapani Piha, Head of the EU’s eHealth and Health Technology Assessment Unit, who examined how ehealth can be promoted across Member States for the benefit of connecting national health systems.</p>
<p>Examples of successful ehealth projects in progress were also shared including the experience of the digitised healthcare model at Maccabi Healthcare Services in Israel and the experience of the icoach app, which has helped thousands of Europeans quit smoking as part of the Ex-Smokers are Unstoppable campaign.</p>
<p>The discussion then turned to specific examples of self-management of disease and new actions from industry. Dr Thomas Ferkol, President of the American Thoracic Society and Dr Alvar Agusti ended the last session of the day sharing examples of how targeted treatments are personalising care. A lively discussion followed the session on the impact of this shift in healthcare.</p>
<p>The second day of the Summit addressed balancing the development of innovative medicine with the protection of sensitive personal data, looking at core issues of data protection and regulation. Beth Thompson from the Wellcome Trust in the UK took participants through the legislative process concerning EU data protection regulation and what this means for the research community. The debate centred on how the research community can reassure patients about data protection concerns.</p>
<p>Patient ambassador for the Lung Foundation Netherlands, Dominique Hamerlijnck, concluded that while the principle of empowering patients through apps was a good one, the apps currently available fall short of delivering this aim. Her talk concluded with the proposal that apps should be developed by multidisciplinary teams involving all stakeholders, to offer the customised support required by all parties.</p>
<p>The final session of the Summit put a spotlight on ERS actions on mhealth and ehealth using examples from the field of tuberculosis (TB) and smoking cessation. The Summit concluded with an in-depth discussion on the issues surrounding personalised care and new technologies. The issue of health inequalities was raised and participants questionned how stakeholders can ensure that technological advances are accessible to all.&nbsp;</p>
<p>Professor Elisabeth Bel summarised the meeting: “As more digital technologies develop, there is no better time to bring together all stakeholders to work on strategies to effectively implement ehealth and personalise the care we provide to patients.</p>
<p>“We have seen through these discussions that technological advances can facilitate and promote personalised medicine bringing the benefits of empowering patients, improving the treatment process and reducing the burden of chronic diseases. However, there are issues that are not yet resolved such as the barriers of costs and health inequalities. For example, we have to ensure that these advances are available to all sections of society and not just those people who have access to digital technologies.</p>
<p>“This interactive meeting provided a platform to bring together healthcare professionals with industry, policymakers and patients, to hold positive discussions on how we can utilise technological advances to personalise care for respiratory patients. The move towards personalising medicine is happening now so the challenge is how we can try to direct this change in the right direction. ERS is committed to embracing these changes and we hope we can succeed in the aim by sharing knowledge and working collaboratively.”</p>
<p>&nbsp;</p>";50;18.06.2015 08:40
5065;Exhaled breath monitoring could be used to detect pneumonia in intensive care ;exhaled-breath-monitoring-could-be-used-to-detect-pneumonia-in-intensive-care-;"<p>The results of a new proof-of-concept study show that surveillance of exhaled breath could be used to detect pneumonia in an intensive care setting.</p>
<p>Given that the current options for lab testing of samples from patients in intensive care can take days, broad-spectrum antibiotics are often prescribed based on the patient’s symptoms. The findings, published in Thorax, suggest that breath analysis could speed up the diagnosis of lower respiratory tract infections and allow for improved selection of the optimal antimicrobial drug regimen.</p>
<p>The study included data from 46 patients with sterile brain injury. Samples were collected three times per week from admission to a maximum of 10 days, using bronchial lavage followed by breath sampling. The breath samples were analysed offline using thermal-desorption, gas chromatography and time-of-flight mass spectrometry.</p>
<p>The results showed breath volatile analysis could accurately classify profiles of patients with and without bacterial infection in the lower respiratory tract, by identifying the presence and absence of pathogens.</p>
<p>The team hopes to develop a non-invasive system for breath analysis and point of care surveillance that could be part of the standard connections used on mechanical ventilators.</p>
<ul>
<li>Read the <a target=""_blank"" href=""http://thorax.bmj.com/content/70/4/320.abstract"">Thorax article </a></li>
<li>Interested in respiratory intensive care? Join a group in the <a target=""_blank"" href=""assemblies/respiratory-intensive-care.html"">ERS Respiratory Intensive Care Assembly</a> or find out more at their <a target=""_blank"" href=""http://k4.ersnet.org/prod/v2/Front/Program/Session?e=5&amp;session=3041"">Congress meeting </a></li>
</ul>
<p>&nbsp;</p>";50;02.07.2015 07:07
5067;Encouraging findings for gene therapy in cystic fibrosis;encouraging-findings-for-gene-therapy-in-cystic-fibrosis;"<p>A new study has found a small but significant treatment effect from administration of a pGM169/GL67A gene–liposome complex. The results showed that the forced expiratory volume in 1 s (FEV<sub>1</sub>) of those who received the therapy stabilised, whereas it declined in the placebo group.</p>
<p>The double-blind study comprised 140 patients with cystic fibrosis aged 12 or over across two sites in the United Kingdom. 62 were selected, via a computer-based randomisation, to receive a placebo and 78 received the gene–liposome complex. Both treatments were administered every four weeks over the course of a year.</p>
<p>The results, published online ahead of print in The Lancet Respiratory Medicine, show a modest difference only between the two groups and are perhaps unlikely to lead directly to new treatment pathways. However, the trial does show that the administration of non-viral CFTRgene therapy&nbsp;is safe and may help to progress translational cystic fibrosis gene therapy.</p>
<ul>
<li><a target=""_blank"" href=""http://www.thelancet.com/journals/lanres/article/PIIS2213-2600(15)00245-3/fulltext"">Read the article</a></li>
</ul>
<p>&nbsp;</p>";50;08.07.2015 05:45
5070;New Guidelines for the Treatment of Idiopathic Pulmonary Fibrosis ;new-guidelines-for-the-treatment-of-idiopathic-pulmonary-fibrosis-;"<p>Updated guidelines on the treatment of idiopathic pulmonary fibrosis (IPF) have been released by an international group of leading respiratory societies.</p>
<p>The guidelines are a review of the current evidence on available IPF treatments. The evidence was assessed using the GRADE (Grading of Recommendations, Assessment, Development and Evaluation) approach, with recommendations rated as either “strong” or “conditional” where conditional recommendations are synonymous with weak recommendations.</p>
<p>The new guidelines provide an update from those published 2011 and include strong recommendations against four named agents for the treatment of IPF: Anticoagulation (warfarin); Imatinib, a selective tyrosine kinase inhibitor against platelet-derived growth factor (PDGF) receptors; combination prednisone, azathioprine, and N-acetylcysteine; and selective endothelin receptor antagonist (ambrisentan). The guidelines provide conditional recommendations for Pirfenidone and for Nintedanib which is a tyrosine kinase inhibitor that targets multiple tyrosine kinases, including vascular endothelial growth factor, fibroblast growth factor, and PDGF receptors.</p>
<p>There is also a new conditional recommendation against Phosphodiesterase-5 inhibitors (sildenafil) and dual endothelin receptor antagonists (macitentan, bosentan). Two recommendations remained unchanged since 2011, these were a conditional recommendation against the use of N-acetylcysteine monotherapy and a conditional recommendation for the use of antiacid therapy.</p>
<p>“Our systematic review of the available evidence on IPF treatments points to the need for additional research and long-term studies of their safety and efficacy,” said Professor Ganesh Raghu, chair of the committee that produced the guidelines. “This is especially true for treatments that received conditional recommendations in the guidelines. The guidelines empower the clinician to make the most appropriate treatment choices for the patient confronted with IPF and encourage shared decision-making with the well informed patient to choose the most appropriate treatment options tailored to the individual patient’s needs,” emphasised Raghu.</p>
<p>
<p><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Professor&nbsp;</span><span style=""font-size: 12.1599998474121px; line-height: 15.8079996109009px;"">Henk. C. Hoogsteden, Co-Chair of guidelines commented: ""</span>Individual patients may react in different ways to treatments. Therefore monitoring of patients and concentration of treatment in specialised teams might yield important insights in treatment strategies and will optimize management in this patient group. The aim is to improve the outcome of the disease and therefore approaches to personalized medicine such as treatment stratified by anatomical, clinical and physiologic biomarkers are worth to investigate in the near future.""&nbsp;</p>
<p><a target=""_blank"" href=""http://www.atsjournals.org/doi/abs/10.1164/rccm.201506-1063ST#.Vae0O_npchT"" style=""font-size: 12.1599998474121px; line-height: 1.3em;"">Read the guidelines</a><span style=""font-size: 12.1599998474121px; line-height: 1.3em;"">, issued by the American Thoracic Society, the European Respiratory Society, the Japanese Respiratory Society, and the Latin American Thoracic Association, were published in the American Thoracic Society’s American Journal of Respiratory and Critical Care Medicine.</span></p>
</p>
<p>&nbsp;</p>";50;16.07.2015 05:42
5071;COPD linked to iron deficiency;copd-linked-to-iron-deficiency;"<p>An observational study published in <em>BMJ Open</em> has found that iron deficiency was more common among patients with chronic obstructive pulmonary disease (COPD). This deficiency was linked with worse health outcomes and suggests that further studies into whether outcomes may be improved by iron therapy may be worthwhile.</p>
<p>The study measured the prevalence of iron deficiency and the severity of the patients’ hypoxaemia. The cohort included 113 patients with COPD attending a specialist COPD clinic at a university hospital in Oxford and an age-matched and sex-matched control group of 57 healthy individuals.</p>
<p>Results showed a higher instance of iron deficiency in the COPD group: 18% compared with 5% in the control group. The cohort was almost entirely Caucasian with moderately severe COPD and the study notes that these results may vary among other ethnic groups and patients with a different disease severity.</p>
<p>COPD patients with iron deficiency were also more hypoxaemic, including when the results were adjusted for differences in forced expiratory volume in 1 second. Iron plays an important role in the cell pathways that sense and respond to hypoxia and hypoxia is used as an important marker of disease severity in COPD. Depleted iron levels can also lead to a pulmonary hypertensive response to hypoxia, which is a key predictor of decreased survival in COPD.</p>
<p>The study measured levels of the peptide hormone hepcidin which is thought to be important in iron homoeostasis. Inflammation causes its levels to rise and hepcidin causes a reduction in the absorption of dietary iron. The study found that, in the COPD patients with iron deficiency, hepcidin levels were not sufficiently suppressed. The study suggested a link between this and the ‘inappropriate expression’ of the hormone thought to be connected to anaemia in chronic disease.</p>
<p>The study concludes that intravenous iron therapy should be explored as a therapeutic option as it has been shown to be beneficial in other chronic diseases in patients with iron deficiency. The team are now recruiting a two-year clinical trial to give iron intravenously to those with COPD.</p>
<ul>
<li><a target=""_blank"" href=""http://bmjopen.bmj.com/content/5/7/e007911.full.pdf+html"">Read the full article in <em>BMJ Open</em></a></li>
</ul>
<p>&nbsp;</p>";50;16.07.2015 05:44
5072;New 3D lung simulation improves understanding of ARDS treatment;new-3d-lung-simulation-improves-understanding-of-ards-treatment;"<p><span style=""font-size: 12.1599998474121px; line-height: 15.8080005645752px;"">16 July, 2015</span></p>
<p>A new computer model can predict the flow of liquid medication in the lungs, providing new insights into treatments for acute respiratory distress syndrome (ARDS).</p>
<p>ARDS has a high mortality rate with few treatment options. Surfactant replacement therapy (SRT) can help the lungs to inflate and is often effective in premature neonates with surfactant deficiency. One study has shown promising outcomes for SRT in adults, but subsequent trails failed to show similar results. &nbsp;</p>
<p>A new paper, published in the Proceedings of the National Academy of Sciences (PNAS), describes a 3D lung simulation which can predict how the SRT liquid travels through the lungs and explain why the treatment fails in adults. The simulation suggested that the failure of the treatment was likely due to inadequate delivery and this was affected by different concentrations and viscosities of the liquids. The software is designed to take into account different lung sizes and medical conditions, allowing clinicians to alter variables like volume, viscosity, patient position and medication flow rate to get a personalised simulation for a critically ill patient, quickly.</p>
<p>Improvements to airway modelling have the potential to enable a move towards personalised medicine. ERS is part of a separate project producing computer and physical models of the whole airway system. The project, called AirPROM, will be able to quantify disease, predict response to treatment and understand disease progression in asthma and COPD.</p>
<ul>
<li><a target=""_blank"" href=""http://www.pnas.org/content/early/2015/07/08/1504025112.abstract"">Read the PNAS article </a></li>
<li><a target=""_blank"" href=""http://www.europeanlung.org/en/projects-and-research/projects/airprom/home"">Find out more about AirPROM </a></li>
</ul>
<p>&nbsp;</p>";50;16.07.2015 07:49
5073;GINA releases paper summarising its new strategy: a roadmap to asthma control;gina-releases-paper-summarising-its-new-strategy-a-roadmap-to-asthma-control;"<p><span style=""font-size: 12.1599998474121px; line-height: 15.8080005645752px;"">16 July, 2015</span></p>
<p>A summary of key changes in the new Global Initiative for Asthma (GINA) guidelines has been published in the <em>European Respiratory Journal</em>.</p>
<p><span style=""font-size: 12.1599998474121px; line-height: 1.3em;"">Previous clinical asthma guidelines have had poor uptake and these new guidelines have been specifically designed to be highly accessible and easy to implement. This new paper describes the methodology used in that process and the rationale behind the changes.</span></p>
<p>GINA sought input for the strategy report from an international group of over 50 multidisciplinary experts who reviewed previous GINA recommendations based on their evidence, clarity and feasibility for implementation into clinical practice.</p>
<p>Following this process the strategy was adapted using an approach which considered the clinical relevance of recommendations and strategies for their implementation in parallel with a review of the scientific evidence.</p>
<p>By using this approach, GINA aimed to produce a report that shows not only what treatment should be implemented but how it should be implemented. This is complemented by a more visual representation of recommendations and information throughout the report, using flowcharts and tables about issues that clinicians face when managing asthma in their day-to-day practice.</p>
<p>Importantly, the new GINA strategy report also includes evidence-based changes to several key clinical recommendations, particularly about when to initiate anti-inflammatory treatment, strategies for individualising treatment across the spectrum of asthma (not just in severe asthma), revised recommendations for written asthma action plans, and interim recommendations about patients with overlapping features of both asthma and COPD. The article in European Respiratory Journal provides a summary of and rationale for the key changes in the new GINA report.</p>
<p>ERS supports the aim of improving the accessibility of guidelines and has launched a new fellowship in guideline methodology this month, in collaboration with Cochrane and NICE.</p>
<p>&nbsp;</p>
<ul>
<li><a href=""http://ow.ly/ObvYi"" target=""_blank"">GINA strategy report</a></li>
<li><a href=""index.php?option=com_flexicontent&amp;view=items&amp;id=5068-fellowship-programme-on-guideline-methodology.html"" target=""_blank"">ERS Fellowship in Guideline Methodology</a></li>
</ul>
<p>&nbsp;</p>";50;16.07.2015 07:52
5076;One provider in ten prescribes antibiotics for 95% of acute respiratory infections;one-provider-in-ten-prescribes-antibiotics-for-95-of-acute-respiratory-infections;"<p><span><img src=""images/stories/shutterstock_273641858_2.jpg"" width=""300"" height=""198"" alt=""antibiotics"" style=""margin: 0px 0px 10px 10px; float: right;"" /><span style=""font-size: 12.1599998474121px; line-height: 15.8080005645752px;"">29 July, 2015</span></span></p>
<p><span>The rate of antibiotic prescribing for acute respiratory infections (ARIs)<span> varies greatly from physician to physician, according to a new study published this month in <i>Annals of Internal Medicine.</i></span> </span></p>
<p><span style=""background: white none repeat scroll 0% 0%;"">The study reviewed 1 million patient visits with ARI diagnoses across emergency departments and primary or urgent care clinics within the Veterans Affairs health system in the USA between 2005 and 2012. </span></p>
<p><span>Proportionally, sinusitis and bronchitis had the highest levels of antibiotic prescribing with 86% and 85% of visits respectively resulting in prescriptions. These rates were little affected by fever, age, setting or comorbid conditions; the greatest variable was the provider. During the eight-year period covered by the study, overall antibiotic prescriptions for ARI diagnosis increased from 67.5% to 69.2% and macrolide antibiotics increased as a proportion from 36.8% to 47.0%.</span></p>
<p><span style=""background: white none repeat scroll 0% 0%;"">The results showed that one in ten physicians prescribe antibiotics for 95% or more of respiratory infections whilst the 10% who prescribed the fewest antibiotics in the period did so for 40% or fewer the ARI cases they dealt with.</span></p>
<p><span>With the aim of reducing unnecessary prescriptions and their associated dangers, the EU is currently offering </span><span style=""letter-spacing: 0.3pt; background: white none repeat scroll 0% 0%;"">€1 million prize for the development of a rapid test prescribers could use at the point of care to identify patients whose upper respiratory tract infections can be treated safely without antibiotics.</span></p>
<p><span style=""letter-spacing: 0.3pt; background: white none repeat scroll 0% 0%;"">ERS is committed to improving antimicrobial stewardship in respiratory medicine. Read this week’s Congress highlight (hyperlink) to find out more about our activities taking place around infection in Amsterdam this September.</span></p>
<ul>
<li><span><a target=""_blank"" href=""http://annals.org/article.aspx?articleid=2397690"">Read the Annals of Internal Medicine paper</a>&nbsp; </span></li>
<li><span><a target=""_blank"" href=""news/item/4998-funding-available-to-tackle-antimicrobial-resistance-in-upper-respiratory-tract-infections.html"">EU prize for rapid test</a></span></li>
</ul>";50;29.07.2015 12:57
5077;Chile joins push for plain packaging of tobacco products;chile-joins-push-for-plain-packaging-of-tobacco-products;"<p><span style=""font-size: 12.1599998474121px; line-height: 15.8080005645752px;"">5 August, 2015&nbsp;</span></p>
<p>Chile is the latest country to take steps towards the introduction of plain packaging for cigarettes.&nbsp;</p>
<p><img src=""images/stories/santiago_city_view.jpg"" width=""300"" height=""200"" alt=""santiago city view"" style=""margin: 0px 0px 10px 10px; float: right;"" /></p>
<p>Measures recently approved by the Chilean Senate will bring national legislation in line with the WHO Framework Convention on Tobacco Control (FCTC).</p>
<p>ERS, the Asociación Latinoamerica del Tórax (ALAT) and the Chilean respiratory society, Sociedad Chilena de Enfermedades Respiratorias (SERCHILE), have written an open letter to support the move.</p>
";50;05.08.2015 06:58
